Investigation,Event_Date,Severity,Aircraft_damage,Aircraft_Category,Make,Model,Engines,Engine_Type,Purpose,Fatal,Serious,Minor,Uninjured,Weather,Event_Year
Accident,2011-03-20,Fatal,Substantial,Airplane,Cessna,150D,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,2011
Accident,2011-03-20,Non-Fatal,Substantial,Airplane,Cessna,150H,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2011
Accident,2011-03-21,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Instructional,0.0,0.0,1.0,0.0,VMC,2011
Accident,2011-03-21,Non-Fatal,Substantial,Airplane,Darrow stephen a,Aventura,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2011
Accident,2011-03-23,Non-Fatal,Substantial,Airplane,Cessna,172M,1.0,Reciprocating,Instructional,0.0,2.0,0.0,0.0,VMC,2011
Accident,2011-03-23,Non-Fatal,Substantial,Airplane,Airbus,F4-622R,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,2.0,VMC,2011
Accident,2011-03-23,Non-Fatal,Substantial,Airplane,Cub crafters,CC11-160,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,2011
Accident,2011-03-23,Non-Fatal,Substantial,Airplane,Cessna,414A,2.0,Reciprocating,Unknown,0.0,0.0,0.0,4.0,IMC,2011
Accident,2011-03-24,Fatal,Substantial,Airplane,Cessna,182M,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,2011
Accident,2011-03-24,Fatal,Substantial,Airplane,Cessna,A185F,1.0,Reciprocating,Public Aircraft - State,1.0,0.0,0.0,0.0,IMC,2011
Accident,2011-03-24,Non-Fatal,Substantial,Airplane,Dassault-breguet,Falcon 10,2.0,Turbo Fan,Business,0.0,0.0,0.0,3.0,VMC,2011
Accident,2011-03-25,Fatal,Substantial,Airplane,Piper,PA-20,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,2011
Accident,2011-03-25,Non-Fatal,Substantial,Airplane,Mooney,M20J,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2011
Accident,2011-03-25,Non-Fatal,Substantial,Airplane,Holst lawrence e,VP-1,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,2011
Accident,2011-03-25,Non-Fatal,Substantial,Airplane,Boeing,A75N1(PT17),1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2011
Incident,2011-03-25,Non-Fatal,Unknown,Airplane,Reims-cessna,F-150,1.0,Unknown,Unknown,0.0,0.0,0.0,2.0,Unknown,2011
Accident,2011-03-26,Fatal,Substantial,Airplane,Aerostar s a,YAK-52,1.0,Reciprocating,Air Race show,1.0,0.0,0.0,0.0,VMC,2011
Accident,2011-03-26,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2011
Accident,2011-03-26,Non-Fatal,Unknown,Airplane,Embraer,EMB-145LR,2.0,Turbo Fan,Unknown,0.0,0.0,1.0,51.0,VMC,2011
Accident,2011-03-26,Non-Fatal,Substantial,Airplane,Cessna,150F,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2011
Accident,2011-03-26,Non-Fatal,Substantial,Airplane,North american,B25,2.0,Reciprocating,Personal,0.0,0.0,0.0,9.0,VMC,2011
Accident,2011-03-27,Fatal,Substantial,Airplane,Stinson,108,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,IMC,2011
Accident,2011-03-27,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2011
Incident,2011-03-27,Non-Fatal,Unknown,Airplane,Boeing,737-7H4,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,145.0,VMC,2011
Accident,2011-03-28,Non-Fatal,Substantial,Airplane,Cessna,425,2.0,Turbo Prop,Business,0.0,4.0,0.0,3.0,IMC,2011
Accident,2011-03-29,Fatal,Substantial,Airplane,Piper,PA46-350P,1.0,Reciprocating,Unknown,3.0,0.0,0.0,0.0,VMC,2011
Accident,2011-03-29,Fatal,Substantial,Airplane,Piper,PA-32R-300,1.0,Reciprocating,Unknown,3.0,0.0,0.0,0.0,Unknown,2011
Accident,2011-03-29,Non-Fatal,Substantial,Airplane,Hrosik gene,AVENTURA II,1.0,Reciprocating,Positioning,0.0,1.0,0.0,0.0,IMC,2011
Accident,2011-03-29,Non-Fatal,Substantial,Airplane,Piper,PA-24-260,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2011
Accident,2011-03-30,Fatal,Substantial,Airplane,Piper,PA-32R,1.0,Unknown,Unknown,4.0,0.0,2.0,0.0,Unknown,2011
Accident,2011-03-30,Fatal,Substantial,Airplane,Cessna,310R,2.0,Reciprocating,Unknown,2.0,0.0,0.0,0.0,IMC,2011
Accident,2011-03-30,Fatal,Substantial,Airplane,Beech,58,2.0,Reciprocating,Unknown,2.0,0.0,0.0,0.0,IMC,2011
Incident,2011-03-30,Non-Fatal,Unknown,Airplane,Bombardier inc,CL-600-2B19,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,27.0,VMC,2011
Accident,2011-03-30,Non-Fatal,Substantial,Airplane,Boeing,737-301,2.0,Turbo Jet,Positioning,0.0,0.0,0.0,3.0,VMC,2011
Accident,2011-03-31,Non-Fatal,Substantial,Airplane,Cessna,182P,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,2011
Accident,2011-03-31,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2011
Accident,2011-03-31,Non-Fatal,Substantial,Airplane,Cirrus,SR22,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,2011
Accident,2011-03-31,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,2011
Accident,2011-04-01,Non-Fatal,Substantial,Airplane,Boeing,737,2.0,Turbo Fan,Unknown,0.0,2.0,0.0,120.0,VMC,2011
Accident,2011-04-01,Non-Fatal,Substantial,Airplane,Eagle,DW1,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,0.0,VMC,2011
Accident,2011-04-01,Non-Fatal,Substantial,Airplane,William wright,Avid Flyer,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,2011
Accident,2011-04-01,Non-Fatal,Substantial,Airplane,Cessna,A188,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,0.0,VMC,2011
Accident,2011-04-01,Non-Fatal,Substantial,Airplane,Cessna,172K,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2011
Accident,2011-04-01,Non-Fatal,Substantial,Airplane,Cessna,177,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2011
Accident,2011-04-01,Non-Fatal,Substantial,Airplane,Piper,PA 46-350P,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2011
Accident,2011-04-01,Non-Fatal,Substantial,Airplane,Cessna,310F,2.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,2011
Accident,2011-04-01,Non-Fatal,Substantial,Airplane,Cessna,172P,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,2011
Accident,2011-04-02,Fatal,Substantial,Airplane,Gulfstream,GVI,2.0,Turbo Fan,Flight Test,4.0,0.0,0.0,0.0,VMC,2011
Accident,2011-04-02,Non-Fatal,Substantial,Airplane,Cessna,U206C,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2011
Accident,2011-04-02,Non-Fatal,Substantial,Airplane,Cessna,172RG,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2011
Accident,2011-04-02,Non-Fatal,Substantial,Airplane,Piper,PA38,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,2011
Accident,2011-04-02,Non-Fatal,Substantial,Airplane,Cessna,150A,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2011
Accident,2011-04-02,Fatal,Destroyed,Airplane,Casa,C212,2.0,Unknown,Aerial Observation,1.0,0.0,2.0,0.0,Unknown,2011
Accident,2011-04-02,Non-Fatal,Substantial,Airplane,Bombardier,CL600 2B19,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,49.0,VMC,2011
Accident,2011-04-02,Non-Fatal,Substantial,Airplane,Reeves,Avid Mark IV,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2011
Accident,2011-04-03,Fatal,Substantial,Airplane,Tomei,S12 XL,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,2011
Accident,2011-04-03,Fatal,Substantial,Airplane,North american,NAVION A,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,2011
Accident,2011-04-03,Fatal,Substantial,Airplane,Replogle,LANCAIR 360,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,2011
Accident,2011-04-03,Fatal,Substantial,Airplane,Piper,PA-28RT,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,2011
Accident,2011-04-03,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2011
Accident,2011-04-03,Non-Fatal,Substantial,Airplane,Piper,PA-30,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2011
Incident,2011-04-03,Non-Fatal,Minor,Airplane,Embraer,EMB-135KL,2.0,Turbo Jet,Unknown,0.0,0.0,0.0,47.0,VMC,2011
Incident,2011-04-04,Non-Fatal,Minor,Airplane,Airbus,A320,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,109.0,IMC,2011
Accident,2011-04-04,Fatal,Substantial,Airplane,Cirrus design corp,SR-22,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,2011
Accident,2011-04-04,Non-Fatal,Substantial,Airplane,Piper,PA-28R-180,1.0,Reciprocating,Instructional,0.0,0.0,3.0,0.0,VMC,2011
Accident,2011-04-04,Non-Fatal,Substantial,Airplane,Xtremeair gmbh,SBACH 342,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2011
Incident,2011-04-04,Non-Fatal,Substantial,Airplane,Boeing,B737,2.0,Unknown,Unknown,0.0,0.0,0.0,83.0,Unknown,2011
Accident,2011-04-05,Non-Fatal,Substantial,Airplane,Cessna,177RG,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2011
Accident,2011-04-06,Non-Fatal,Substantial,Airplane,Zenith,701,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2011
Accident,2011-04-06,Fatal,Substantial,Airplane,Aviat aircraft inc.,A-1C-180,1.0,Reciprocating,Positioning,1.0,0.0,0.0,0.0,VMC,2011
Accident,2011-04-06,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2011
Accident,2011-04-06,Non-Fatal,Substantial,Airplane,Cessna,172RG,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,2011
Accident,2011-04-06,Non-Fatal,Substantial,Airplane,Cessna,172K,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2011
Accident,2011-04-07,Non-Fatal,Substantial,Airplane,Beech,A36,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,2011
Incident,2011-04-07,Non-Fatal,Minor,Airplane,Boeing,B737,2.0,Unknown,Unknown,0.0,0.0,0.0,86.0,Unknown,2011
Accident,2011-04-07,Non-Fatal,Substantial,Airplane,Piper,PA-32-300,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2011
Accident,2011-04-07,Non-Fatal,Substantial,Airplane,Mooney aircraft corp.,M20K,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2011
Accident,2011-04-08,Non-Fatal,Substantial,Airplane,Bartholomew,LANCAIR 320,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,2011
Accident,2011-04-08,Non-Fatal,Substantial,Airplane,Cessna,172R,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2011
Accident,2011-04-08,Non-Fatal,Substantial,Airplane,Rockwell international,500-S,2.0,Reciprocating,Public Aircraft - Federal,0.0,0.0,0.0,2.0,VMC,2011
Incident,2011-04-08,Non-Fatal,Unknown,Airplane,Cessna,560XL,2.0,Turbo Fan,Positioning,0.0,0.0,0.0,2.0,VMC,2011
Accident,2011-04-09,Non-Fatal,Substantial,Airplane,Beech,35-B33,1.0,Reciprocating,Instructional,0.0,3.0,1.0,0.0,VMC,2011
Accident,2011-04-09,Non-Fatal,Substantial,Airplane,Piper,PA-22/20,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2011
Accident,2011-04-09,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,2011
Accident,2011-04-09,Non-Fatal,Substantial,Airplane,Cessna,180H,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2011
Accident,2011-04-09,Non-Fatal,Substantial,Airplane,Rans,S12,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,2011
Accident,2011-04-10,Fatal,Substantial,Airplane,Cessna,402B,2.0,Reciprocating,Positioning,1.0,0.0,0.0,0.0,VMC,2011
Accident,2011-04-10,Fatal,Substantial,Airplane,Cessna,310R,2.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,IMC,2011
Accident,2011-04-10,Non-Fatal,Substantial,Airplane,Boeing,B777,1.0,Unknown,Unknown,0.0,0.0,0.0,361.0,Unknown,2011
Accident,2011-04-10,Non-Fatal,Substantial,Airplane,Piper,PA-12,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2011
Accident,2011-04-10,Non-Fatal,Substantial,Airplane,Cessna,182P,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2011
Accident,2011-04-10,Non-Fatal,Substantial,Airplane,Cessna,182A,1.0,Reciprocating,Skydiving,0.0,0.0,0.0,1.0,VMC,2011
Accident,2011-04-10,Non-Fatal,Substantial,Airplane,Beech,BE99,2.0,Turbo Prop,Skydiving,0.0,0.0,0.0,1.0,VMC,2011
Accident,2011-04-10,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,2011
Accident,2011-04-10,Non-Fatal,Substantial,Airplane,Bennett,MIDJET MUSTANG I,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,2011
Accident,2011-04-11,Non-Fatal,Substantial,Airplane,Mooney aircraft corp.,M20K,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2011
Incident,2011-04-11,Non-Fatal,Minor,Airplane,Beech,90B,2.0,Turbo Prop,Instructional,0.0,0.0,0.0,4.0,VMC,2011
Accident,2011-04-11,Non-Fatal,Substantial,Airplane,Wsk-mielec,AN-2,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,2011
Accident,2011-04-11,Non-Fatal,Unknown,Airplane,Boeing,777-223,2.0,Turbo Fan,Unknown,0.0,2.0,2.0,227.0,VMC,2011
Accident,2011-04-12,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,2011
Accident,2011-04-12,Non-Fatal,Substantial,Airplane,Airbus,A380,4.0,Turbo Fan,Unknown,0.0,0.0,0.0,576.0,VMC,2011
Accident,2011-04-12,Non-Fatal,Substantial,Airplane,Piper,PA-31-350,2.0,Reciprocating,Unknown,0.0,0.0,1.0,0.0,VMC,2011
Accident,2011-04-12,Non-Fatal,Substantial,Airplane,Cessna,150L,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,2011
Accident,2011-04-12,Non-Fatal,Substantial,Airplane,Delf tim,ZENITH CH-701,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2011
Accident,2011-04-12,Non-Fatal,Substantial,Airplane,Piper,PA-30,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,2011
Accident,2011-04-13,Non-Fatal,Substantial,Airplane,Cessna,T188C,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2011
Accident,2011-04-13,Non-Fatal,Substantial,Airplane,Cessna,172S,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,2011
Accident,2011-04-13,Non-Fatal,Substantial,Airplane,Piper,PA38,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2011
Accident,2011-04-13,Non-Fatal,Substantial,Airplane,Air tractor,AT503,1.0,Turbo Prop,Aerial Application,0.0,1.0,0.0,0.0,VMC,2011
Incident,2011-04-13,Non-Fatal,Unknown,Airplane,Beech,400,2.0,Unknown,Unknown,0.0,0.0,0.0,0.0,VMC,2011
Accident,2011-04-14,Non-Fatal,Substantial,Airplane,Piper,PA-28-180,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,2011
Accident,2011-04-14,Non-Fatal,Substantial,Airplane,Zenith,CH-750,1.0,Reciprocating,Flight Test,0.0,1.0,0.0,0.0,VMC,2011
Accident,2011-04-14,Non-Fatal,Substantial,Airplane,Beech,D-45 (T-34B),1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2011
Accident,2011-04-14,Non-Fatal,Substantial,Airplane,Aviat aircraft inc,A-1B,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2011
Accident,2011-04-14,Non-Fatal,Substantial,Airplane,Cessna,182H,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,2011
Accident,2011-04-14,Non-Fatal,Substantial,Airplane,Flight design gmbh,CTLS,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,2011
Incident,2011-04-14,Non-Fatal,Minor,Airplane,Boeing,767 323,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,0.0,Unknown,2011
Accident,2011-04-15,Fatal,Substantial,Airplane,Hawker-beechcraft,E-55,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,2011
Accident,2011-04-15,Non-Fatal,Substantial,Airplane,Walker j c,LANCAIR 320,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2011
Accident,2011-04-15,Non-Fatal,Substantial,Airplane,Piper,PA-32-301,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,2011
Accident,2011-04-16,Non-Fatal,Substantial,Airplane,Rans,S-12,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2011
Accident,2011-04-16,Non-Fatal,Substantial,Airplane,Cessna,172S,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,2011
Accident,2011-04-16,Non-Fatal,Substantial,Airplane,Piper,PA-22/20,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,2011
Accident,2011-04-16,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2011
Accident,2011-04-17,Non-Fatal,Unknown,Airplane,Boeing,757-2B7,2.0,Turbo Fan,Unknown,0.0,0.0,1.0,185.0,IMC,2011
Accident,2011-04-17,Non-Fatal,Substantial,Airplane,Air tractor inc,AT-802A,1.0,Turbo Prop,Aerial Application,0.0,1.0,0.0,0.0,VMC,2011
Accident,2011-04-17,Non-Fatal,Substantial,Airplane,Boeing,777,2.0,Unknown,Unknown,0.0,0.0,0.0,5.0,Unknown,2011
Accident,2011-04-17,Fatal,Substantial,Airplane,Claus rodney l,CHRISTEN EAGLE II,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,2011
Accident,2011-04-17,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2011
Incident,2011-04-18,Non-Fatal,Unknown,Airplane,Boeing,737,2.0,Unknown,Unknown,0.0,0.0,0.0,0.0,VMC,2011
Accident,2011-04-18,Fatal,Substantial,Airplane,Reims,FR172J,1.0,Unknown,Unknown,2.0,0.0,0.0,0.0,Unknown,2011
Accident,2011-04-19,Non-Fatal,Substantial,Airplane,Air tractor inc,AT-802A,1.0,Turbo Prop,Aerial Application,0.0,0.0,1.0,1.0,VMC,2011
Accident,2011-04-19,Non-Fatal,Substantial,Airplane,Aviat aircraft,A-1C-180,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,2011
Accident,2011-04-20,Non-Fatal,Substantial,Airplane,Grumman,G164,1.0,Unknown,Aerial Application,0.0,1.0,0.0,0.0,Unknown,2011
Accident,2011-04-21,Non-Fatal,Substantial,Airplane,Cessna,172P,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2011
Accident,2011-04-21,Non-Fatal,Substantial,Airplane,Beech,F33A,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,2011
Accident,2011-04-21,Fatal,Substantial,Airplane,Dahlman-dower,Tailwind W-8,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,2011
Accident,2011-04-21,Non-Fatal,Substantial,Airplane,Vans,RV8,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2011
Accident,2011-04-21,Fatal,Destroyed,Airplane,Embraer,EMB-810C,2.0,Unknown,Unknown,7.0,0.0,0.0,0.0,Unknown,2011
Accident,2011-04-21,Non-Fatal,Substantial,Airplane,Bombardier,BD700 1A10,2.0,Turbo Fan,Positioning,0.0,0.0,0.0,4.0,VMC,2011
Accident,2011-04-22,Fatal,Destroyed,Airplane,Beech,58,2.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,IMC,2011
Accident,2011-04-22,Non-Fatal,Substantial,Airplane,Piper,J3C-65,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,2011
Accident,2011-04-22,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,2011
Accident,2011-04-23,Non-Fatal,Substantial,Airplane,Piper,PA-28-180,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,2011
Accident,2011-04-23,Non-Fatal,Substantial,Airplane,Grumman acft eng cor-schweizer,G-164A,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC,2011
Accident,2011-04-23,Fatal,Substantial,Airplane,Cessna,210D,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,2011
Accident,2011-04-23,Fatal,Substantial,Airplane,Cubcrafters,CC11-160,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,Unknown,2011
Accident,2011-04-23,Non-Fatal,Substantial,Airplane,Tew william p,TEAM ROCKET F1,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2011
Accident,2011-04-23,Non-Fatal,Substantial,Airplane,Davison,RV-7A,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2011
Accident,2011-04-23,Non-Fatal,Substantial,Airplane,Cessna,182B,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2011
Accident,2011-04-23,Non-Fatal,Substantial,Airplane,Piper,PA-22-150,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2011
Accident,2011-04-24,Non-Fatal,Substantial,Airplane,Cessna,U206G,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2011
Accident,2011-04-24,Non-Fatal,Substantial,Airplane,Cessna,150H,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2011
Accident,2011-04-24,Non-Fatal,Substantial,Airplane,Cessna,182A,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,2011
Accident,2011-04-24,Fatal,Substantial,Airplane,Cessna,320,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,2011
Accident,2011-04-25,Non-Fatal,Substantial,Airplane,Ayres corporation,S2R-R1340,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,2011
Accident,2011-04-25,Non-Fatal,Unknown,Airplane,Airbus,A330-323,2.0,Turbo Fan,Unknown,0.0,0.0,1.0,275.0,VMC,2011
Accident,2011-04-25,Non-Fatal,Substantial,Airplane,Piper,PA-28-180,1.0,Reciprocating,Personal,0.0,3.0,0.0,0.0,VMC,2011
Incident,2011-04-25,Non-Fatal,Unknown,Airplane,Boeing,737,2.0,Unknown,Unknown,0.0,0.0,0.0,0.0,Unknown,2011
Incident,2011-04-26,Non-Fatal,Minor,Airplane,Boeing,737-7Q8,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,139.0,IMC,2011
Accident,2011-04-27,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2011
Accident,2011-04-27,Non-Fatal,Substantial,Airplane,Cessna,208B,1.0,Turbo Prop,Unknown,0.0,0.0,0.0,1.0,IMC,2011
Accident,2011-04-27,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2011
Accident,2011-04-27,Non-Fatal,Substantial,Airplane,Chang,RV-10,1.0,Reciprocating,Flight Test,0.0,0.0,0.0,1.0,VMC,2011
Accident,2011-04-28,Non-Fatal,Substantial,Airplane,Cessna,A185F,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,2011
Accident,2011-04-28,Fatal,Substantial,Airplane,Cessna,195A,1.0,Unknown,Personal,1.0,0.0,0.0,0.0,Unknown,2011
Accident,2011-04-28,Non-Fatal,Substantial,Airplane,Cessna,172R,1.0,Reciprocating,Instructional,0.0,1.0,0.0,1.0,VMC,2011
Accident,2011-04-29,Fatal,Substantial,Airplane,Jurmu,STOL CH701,1.0,Reciprocating,Flight Test,1.0,0.0,0.0,0.0,VMC,2011
Accident,2011-04-29,Non-Fatal,Substantial,Airplane,Grumman,G-164A,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,2011
Accident,2011-04-30,Non-Fatal,Substantial,Airplane,Cessna,182T,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2011
Accident,2011-04-30,Non-Fatal,Substantial,Airplane,Cessna,172M,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2011
Accident,2011-04-30,Non-Fatal,Substantial,Airplane,Piper,PA-28-181,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2011
Accident,2011-04-30,Non-Fatal,Substantial,Airplane,Cessna,185A,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2011
Accident,2011-04-30,Non-Fatal,Substantial,Airplane,Franke harry c,AVID FLYER B,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2011
Accident,2011-05-01,Fatal,Destroyed,Airplane,Combs earl w,KITFOX SPEEDSTER,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,2011
Accident,2011-05-01,Non-Fatal,Substantial,Airplane,Beech,A23,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2011
Accident,2011-05-01,Non-Fatal,Substantial,Airplane,Dralle (van's aircraft),RV-8,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2011
Accident,2011-05-01,Non-Fatal,Substantial,Airplane,Champion,7EC-703,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2011
Incident,2011-05-02,Non-Fatal,Unknown,Airplane,Cessna,421B,2.0,Reciprocating,Positioning,0.0,0.0,0.0,3.0,VMC,2011
